l1Pt,l1Eta,l1Phi,l1E,l2Pt,l2Eta,l2Phi,l2E
24.75725,-4.88217,2.62558,1633.04028,22.36357,-2.63140,-0.21397,156.15610
19.70759,-2.38966,2.69865,108.40553,10.18389,1.13480,-0.23520,17.47578
26.13206,1.48337,1.87082,60.55619,15.08537,-1.15509,-0.94071,26.31896
28.01677,-3.32811,-0.24646,391.13501,25.05513,-1.04754,1.00003,40.10615
40.63618,-0.45748,2.83974,44.96312,34.44006,-1.25811,-0.29279,65.48689
37.38123,0.14208,-2.52655,37.75916,24.04917,-1.50756,0.01714,56.96216
25.01694,1.67031,1.22025,68.82139,39.57278,0.05443,-1.19406,39.63142
29.88233,0.61523,-1.51464,35.71824,41.95295,-0.51120,1.04626,47.55500
15.23977,-0.56900,1.94264,17.77410,44.41313,1.48815,-1.66639,103.36470
29.20375,-2.04755,-0.93248,115.03233,54.35344,-2.09201,2.23203,223.51755
48.66766,-2.99980,2.96623,489.87128,26.63541,-1.97358,-0.54719,97.69034
48.23168,1.70197,0.12012,136.66586,60.52454,2.65064,-0.83032,430.74326
33.95837,-3.57396,1.34264,605.91003,48.79321,-3.90263,-2.23931,1208.92261
16.38091,0.27143,0.72270,16.98804,26.91567,3.07253,0.15776,291.26630
63.97319,-1.02938,2.37592,100.96768,19.33752,0.21940,-1.55093,19.80481
29.27327,-3.07275,1.79638,316.84576,47.96255,-3.97178,-1.40535,1273.35815
40.59071,-2.44295,1.19903,235.30144,38.92497,-2.09678,-2.01686,160.81367
35.29494,3.49172,0.49133,580.12250,37.32689,4.51212,3.05278,1700.71704
35.21490,-0.11669,0.76736,35.45491,37.32557,-0.14245,-2.30363,37.70494
32.62418,2.52517,0.43784,205.09320,43.62442,1.77884,-2.93817,132.87596
35.95305,-4.07350,1.08433,1056.64551,35.23601,-3.18258,-2.05490,425.48032
34.55241,0.63498,1.70720,41.75529,46.92971,0.96630,-0.88124,70.59861
16.79548,-1.43772,-1.28170,37.35779,81.50814,-2.47260,1.15176,486.50461
46.52755,2.56045,-0.78826,302.86954,28.11749,1.58971,2.21160,71.78828
38.82780,-3.03079,0.13865,403.06839,34.34867,-2.18395,-2.96364,154.46490
53.55334,0.49151,0.57529,60.15348,41.63953,1.08729,-1.23292,68.77499
56.78151,3.43000,0.80744,877.53210,18.42426,4.89396,-1.74424,1229.71851
33.16494,-1.24600,2.83199,62.41771,30.14428,-2.64887,-0.15186,214.15787
10.17427,-4.84674,-0.98734,647.76062,18.17652,-1.35859,2.40279,37.69547
28.83269,2.15897,0.05866,126.54228,32.58735,3.67825,3.06221,645.26752
66.59550,-1.92146,-1.33976,232.32935,24.10481,-2.31437,1.54335,123.14421
19.58600,0.49122,2.79234,21.99687,19.84411,3.18927,-0.37471,241.22351
39.72826,-0.87128,1.99601,55.78619,40.68144,-0.63992,-1.36895,49.29910
28.61772,-0.38601,-0.50726,30.77637,23.56920,1.66472,2.02268,64.50203
13.34872,1.89699,-0.50954,45.49109,27.49861,-0.16677,1.98355,27.88191
35.63485,-4.10112,0.51205,1076.60803,36.19432,-3.78239,-2.85986,795.25641
12.10112,1.31065,1.42671,24.07054,19.83369,4.13491,-1.77095,619.80432
36.60739,2.22338,-1.15280,171.07939,29.48153,0.54090,0.62614,33.90043
33.99346,-0.97489,-2.10721,51.46798,36.75344,0.06914,1.01317,36.84134
45.73256,-0.65597,2.96321,55.92966,39.80547,-0.47101,-0.08553,44.30313
21.13896,3.83290,2.32497,488.49826,27.90655,1.41931,-0.20655,61.06166
28.29902,-0.38082,-1.04108,30.37595,18.40112,2.19293,2.86595,83.47727
32.84523,3.94356,-0.42557,847.75812,32.66761,2.56071,2.24287,212.70358
31.29849,-3.11098,2.29251,351.91357,35.10329,-4.41845,-0.51363,1456.43054
22.72940,-3.51921,1.41352,383.98505,23.19753,-1.21891,-1.76757,42.67230
41.40374,-3.80400,-0.92213,929.57251,37.10793,-4.28420,2.19390,1346.24988
30.73909,-0.70465,0.57055,38.69168,25.11492,1.11997,-2.37072,42.58312
22.99606,-1.11477,2.09738,38.82722,52.81562,-2.22490,-1.47009,247.19489
26.58351,-2.49734,-2.10162,162.58981,27.97965,-4.57251,1.01999,1354.16943
39.42653,2.53258,-2.79263,249.67569,40.93655,2.48594,0.39275,247.57692
36.89154,-2.52053,-2.56749,230.85991,41.37112,-2.07143,0.64172,166.76971
8.05517,0.44668,2.24713,8.87222,10.80668,-3.81637,-0.74706,245.64030
25.48720,-0.92070,-1.13185,37.07482,51.80093,0.62828,3.14055,62.36539
28.13617,2.94057,1.33234,267.00522,51.29385,3.56922,-1.80724,910.90399
15.93768,-2.74832,-2.95100,124.95491,6.75552,-6.89342,-0.28977,3329.67798
25.39353,2.20583,2.84893,116.65672,30.54351,0.21975,0.88251,31.28395
30.45879,-3.36011,-2.77594,439.01852,26.44990,-1.62215,0.31454,69.58249
44.96300,2.54825,-0.20715,289.17850,32.06217,3.38227,-2.92168,472.45901
30.58075,1.48094,2.23431,70.71033,44.92132,0.45077,-1.55502,49.56293
28.57389,-2.53114,2.21052,180.69226,52.12551,-1.80448,-0.67692,162.66698
40.53675,-3.38023,2.72452,596.12762,29.69404,-4.60003,0.00920,1477.24182
36.18773,3.11875,-2.69378,410.04782,36.34817,4.05550,0.57473,1049.21118
13.91712,-4.98577,-0.67382,1018.19373,16.64445,-1.75755,2.68699,49.68931
6.37187,0.49725,0.30883,7.17600,22.54594,4.27812,2.58026,812.99036
11.42300,0.74231,2.25530,14.71738,29.84700,-2.08468,-0.06890,121.87123
31.63655,-2.37719,1.44712,171.90422,21.23581,-0.32950,-1.74774,22.39909
16.56635,-0.97058,-0.77299,25.00151,6.11609,-5.00148,1.83223,454.54578
34.68309,-1.44205,-0.53654,77.44392,26.63847,0.26415,1.83742,27.57326
40.67817,-1.73237,-0.64964,118.59489,41.08117,-0.81305,2.44622,55.42439
33.94292,-2.71353,1.50671,257.09506,46.67039,-3.24636,-2.11477,600.54559
34.62313,-3.53876,1.89519,596.44049,42.78695,-4.07376,-1.15374,1257.82080
13.31426,-2.73590,-1.35472,103.10867,34.90435,-0.09888,0.75256,35.07512
25.94589,2.74246,2.89723,202.24228,26.43245,0.72544,-0.40700,33.69800
22.61772,-0.41371,0.86128,24.58110,44.64505,-1.86946,-2.05553,148.19875
110.70401,1.12496,0.93036,188.45987,17.42624,-0.16275,2.02567,17.65753
48.80619,0.18576,0.84525,49.65067,35.47254,-0.55582,-1.78690,41.09444
25.40372,0.61912,-0.11214,30.42997,19.56504,3.00904,3.00502,198.75362
6.99830,0.98775,-2.39558,10.69900,60.46159,-1.63227,1.44277,160.55435
51.80034,-1.64525,-0.88953,139.21999,45.02085,-2.46777,1.72582,267.44403
23.00708,-2.49841,-0.27630,140.86546,13.54568,0.64093,-0.17153,16.42443
32.59872,3.52828,0.13611,555.71869,51.85056,2.58729,2.37630,346.59378
40.03119,2.04576,0.23706,157.40865,39.96882,2.29220,-2.78308,199.79958
38.53706,-3.00506,3.01658,389.93658,27.59145,-1.59193,0.15573,70.58963
43.68787,-4.01965,-0.32231,1216.69409,46.67933,-3.00547,1.28699,472.51697
51.44086,-0.94511,-1.57462,76.17706,30.46577,-0.37997,2.13025,32.69169
52.54902,-1.11143,2.64030,88.48668,31.62382,-1.21606,-0.63333,58.03384
14.82184,-0.34403,-1.77306,15.70765,33.27101,2.02282,1.37668,127.95844
31.70993,1.28719,0.76854,61.81283,31.37726,1.25132,-2.26559,59.31989
19.73560,0.81747,-1.89347,26.70532,38.69332,2.66257,1.49560,278.64639
21.13084,-2.05354,-2.94764,83.71748,21.64427,0.53697,-0.36849,24.84044
37.43030,1.73341,1.39579,109.23274,26.29498,3.33991,-1.46272,371.44449
15.07515,-1.70888,1.12052,42.99308,15.35520,1.62659,0.00667,40.56139
23.57100,4.06978,1.85644,690.16937,19.04879,1.39602,-0.97025,40.82814
38.10933,-2.80340,-2.55465,315.56827,32.25352,-3.93318,0.67990,823.89868
22.52469,1.74853,-2.64002,66.67500,29.00334,3.78552,0.74687,639.25195
41.50393,4.23923,1.15355,1439.54688,35.54679,3.29362,-2.80939,479.47961
43.37354,-2.84016,-0.10383,372.51144,32.53362,-1.00504,0.35918,50.39536
39.23531,-2.38788,-1.26876,215.44562,41.71583,-2.69121,2.08100,309.05972
35.01668,-1.21100,1.57645,63.98821,33.46716,-0.08563,-1.76595,33.58993
22.21844,2.21817,-1.64217,103.30790,13.53201,5.23563,2.24508,1271.00842
55.67553,1.44742,1.15097,124.91710,25.35400,0.68004,-1.85661,31.44590
26.20085,-3.55740,-2.44142,459.82990,66.45971,-2.15464,-1.15542,290.45264
40.30197,-2.27982,3.08450,199.03575,33.57262,-2.85749,-0.14190,293.34381
34.51247,3.09823,-0.34060,383.15448,34.69917,3.12876,2.70944,397.12262
20.95806,-2.45641,0.02557,123.11440,41.05878,-4.25198,2.09046,1442.36133
33.03330,-0.03458,-0.84345,33.05305,40.51719,0.73137,2.17530,51.84513
43.36687,-0.28889,-0.22678,45.18918,33.23119,-1.06198,-3.07688,53.79917
33.49475,1.23438,2.62360,62.42204,35.02790,0.05647,-0.29916,35.08376
40.98484,-3.02206,0.80767,421.78098,37.94147,-3.15059,-2.30799,443.77496
11.49386,0.26813,1.93821,11.90951,1.36281,-5.89453,-1.61407,247.38486
17.63785,-0.82218,0.43938,23.94267,34.74263,-3.29167,1.45048,467.71930
28.19529,1.05024,-2.59310,45.22780,38.11057,2.39888,0.55443,211.54507
42.77851,2.19741,1.23880,194.91539,34.61304,2.52889,-2.03108,218.39742
32.66467,1.67071,1.21435,89.89416,40.57631,2.50470,-1.63102,249.98289
34.65804,1.19373,1.49843,62.42697,45.29776,1.62165,-1.51576,119.11098
39.16621,3.15322,-1.72358,459.30350,41.30727,3.43154,1.47671,639.36707
20.10547,-3.30489,0.18288,274.26239,21.39290,-0.73507,-2.77007,27.43747
29.39572,2.71319,-2.16610,222.57974,39.25773,1.44829,0.95215,88.14910
27.87020,-2.11350,1.56800,117.02676,57.45622,-2.43685,-1.75249,331.07553
34.31584,1.70925,2.12711,97.89977,47.48930,1.85506,-0.86373,155.49245
35.82180,-4.63564,0.65593,1846.68408,38.05287,-3.77694,-2.55136,831.55414
62.02810,-0.78572,-2.85324,82.18043,19.43998,-1.65691,0.54225,52.81657
31.91207,1.21070,1.95300,58.30041,31.62327,2.61214,-1.29833,216.64375
47.21071,4.08336,-0.57791,1401.24585,21.32968,2.58107,3.08673,141.70351
41.84836,2.25785,-2.61167,202.27483,38.63414,2.65985,0.14787,277.47137
41.98170,1.30464,0.69542,83.07383,39.88983,1.46464,-2.34281,90.89166
21.57113,1.84525,-2.60351,69.97329,29.30066,3.91471,0.36206,734.77734
36.53189,-1.68064,-2.77436,101.47189,41.22856,-1.20254,0.11756,74.80892
30.74044,-2.97821,1.76631,302.84756,29.17883,-4.67456,-1.90478,1563.90210
16.32776,-4.57792,0.05609,794.52301,18.25235,-1.80896,-2.36891,57.20199
53.67261,2.85273,-1.45738,466.75748,26.77048,3.59680,1.84496,488.67865
54.64692,-0.34402,0.66673,57.91263,43.65548,0.07163,-1.25798,43.76751
37.17820,-2.27093,-1.30577,182.01706,36.80952,-1.42065,1.59811,80.63782
49.99976,2.48704,0.16469,302.71906,31.59874,2.79179,2.99990,258.65833
39.70068,1.07966,1.65525,65.17654,34.87125,0.08091,-1.59363,34.98544
39.21963,3.26229,0.88258,512.74866,56.02027,3.91469,2.70380,1404.80029
22.67275,-0.99501,-0.65301,34.85323,37.06300,0.83793,-2.80280,50.85373
23.15658,0.68955,-1.18472,28.88335,23.71219,-1.61891,1.75097,62.19368
35.22493,-3.75730,2.26537,754.79541,35.88133,-4.73069,-0.93589,2034.15405
11.96910,-0.40263,-1.11325,12.95246,12.41482,3.43805,-0.02269,193.41222
16.98285,-0.53865,-1.75146,19.50677,39.89280,1.56019,2.30085,99.12963
26.74110,0.31581,-0.35280,28.08573,52.97018,-0.45661,2.90227,58.58864
92.17863,0.37142,0.06074,98.61011,15.80051,-0.96797,-1.78992,23.79910
40.67682,1.51169,-0.44968,96.70801,38.46191,0.87662,2.66380,54.21104
39.38461,-3.54302,-0.39605,681.35248,38.59346,-4.02552,2.49624,1081.14563
13.31056,3.60758,2.69584,245.60628,52.00239,1.59804,0.37170,133.79211
34.19981,-0.62606,2.01824,41.12396,34.81264,-1.54230,-0.78984,85.10349
30.37093,-1.70945,-0.43519,86.66150,36.66235,-3.00318,2.72600,370.27264
41.82985,-1.73526,1.50697,122.28415,37.03717,-2.28599,-1.88537,184.02020
51.20355,2.36289,3.10543,274.34174,17.56458,0.72280,-0.08967,22.35602
60.36451,1.92399,1.46478,211.10226,29.78470,1.65154,-1.04423,80.51948
16.25865,-1.91082,1.31498,56.14598,16.17587,-5.06707,-1.83695,1283.68152
36.15791,-1.32471,-1.55957,72.80331,36.09150,-2.26391,1.52966,175.48659
27.99086,-2.30432,1.49152,141.59444,30.03133,-0.59164,-1.60927,35.44256
35.17809,-0.59769,2.71184,41.65089,35.45630,-2.21176,-0.28674,163.83127
46.07762,-1.17286,-2.21082,81.57352,28.97394,-0.20420,0.67968,29.58011
31.39198,-2.85106,-1.99805,272.54355,42.27647,-2.03351,0.93237,164.28111
29.78166,-3.47675,-0.04544,482.24585,32.92131,-1.86310,-2.69339,108.62171
37.74884,-3.55332,1.49609,659.80658,31.55422,-2.69218,-2.03871,233.99916
26.62967,-2.61411,2.34296,182.79025,31.25249,-1.19621,-0.68804,56.40889
0.99416,-3.42599,-2.06512,15.30282,30.16317,1.92660,2.42258,105.74822
13.09013,-1.50735,-0.05461,30.99898,6.37463,-5.93186,-2.57174,1201.16492
37.67435,-2.15685,3.04560,165.00453,36.62377,-3.02478,-0.08513,377.92017
36.08575,-3.29806,2.40013,488.91077,35.98970,-2.95402,-0.64401,346.13043
22.87307,-1.42574,2.99617,50.33521,13.45015,-4.35789,-0.11822,525.26404
13.90405,0.05299,2.21956,13.92358,11.97898,-3.61215,-0.87761,222.04683
38.84538,1.23498,-0.83925,72.43005,41.91948,1.08516,2.33113,69.12025
41.85502,-0.38372,0.55814,44.97434,38.64125,-0.00176,-2.67638,38.64131
12.60679,-2.71862,0.22180,95.97129,5.82613,1.70227,-3.02412,16.51314
3.13625,4.33427,2.66260,119.61978,11.47698,-0.93192,-2.08267,16.83196
9.79570,4.08186,0.85180,290.30826,13.03099,-0.22196,-2.91542,13.35329
29.87357,0.26142,1.32105,30.90016,23.16254,2.39345,-0.73838,127.88585
44.99092,1.20186,-0.19956,81.58957,27.92103,-0.00154,-2.73909,27.92106
32.38210,0.83604,-3.09447,44.37363,51.01245,0.81013,-0.22885,68.68833
28.26816,-0.96542,0.84584,42.49703,37.39256,-2.34336,-2.39481,196.53790
39.13636,-1.42675,-2.71026,86.20242,38.15100,-0.60431,-0.19070,45.33176
40.36825,3.36698,1.05517,585.84924,41.67203,3.38365,-1.77408,614.91223
24.06654,3.91483,1.27117,603.59229,27.91269,1.70405,3.11115,79.24579
31.67710,1.38405,-2.19540,67.18090,50.40732,1.34137,0.97365,102.97640
20.51453,-2.34907,2.59999,108.43195,14.68195,-5.35204,0.13929,1549.26819
28.48580,0.47662,-2.94405,31.78303,21.73208,-1.70899,0.77304,61.98462
28.73777,-4.71149,0.27780,1598.21228,27.73136,-2.95219,-2.89390,266.22302
37.41468,3.13530,1.36091,430.99808,39.43947,2.66861,-1.74252,285.72519
8.44685,0.04004,-1.55505,8.45362,9.61330,4.34605,2.31738,371.00592
36.89398,2.58801,-2.41089,246.79074,38.49243,3.28774,0.67326,516.17596
34.58724,-2.29506,-0.61387,173.38185,40.09666,-1.35666,3.05737,83.01421
40.95617,-1.19616,2.97566,73.92086,26.34809,0.13835,-0.25151,26.60064
24.12726,-0.61030,1.50701,28.76170,32.69251,-2.05901,-1.79778,130.21088
11.62688,0.55573,-2.95488,13.46900,14.11296,-3.21528,2.46946,176.06230
34.28424,-1.52335,-1.58404,82.37701,45.71762,-1.99638,1.55750,171.39888
66.08142,1.60586,-3.00961,171.24510,56.09567,0.37570,-3.02436,60.10153
49.07215,2.96558,-0.24076,477.41022,23.14287,4.24766,3.09855,809.49274
19.55428,-0.38734,0.68072,21.03964,143.37016,0.84638,-0.14330,197.86229
39.14872,-4.02283,-0.89354,1093.75806,38.15105,-3.49636,2.56631,629.97589
38.81797,1.74285,-2.46405,114.29213,35.94322,2.45975,0.73107,211.83806
11.00573,2.71741,2.31413,83.68230,16.04359,6.24735,-0.28469,4144.39795
33.63402,2.40287,-1.63598,187.43040,45.27472,3.13130,1.79697,519.46655
38.72403,0.42027,2.26394,42.19458,39.27699,-0.16221,-0.82880,39.79485
21.20335,1.90700,0.47896,72.95412,55.74698,0.27761,-2.84191,57.90892
32.15572,1.44022,-2.98321,71.68335,58.47456,0.68633,0.20294,72.79591
39.75571,1.99828,1.66874,149.32149,37.13036,2.75059,-1.09317,291.76501
37.46579,1.90464,-1.21815,128.61710,35.87579,2.91649,1.54417,332.39682
22.04114,3.94557,-2.61381,570.03925,34.63116,2.13878,0.50128,149.03291
30.11708,-2.21306,1.32255,139.33649,32.56354,-3.66108,-1.79926,633.83118
45.75444,-0.77514,-3.11462,60.20224,33.24142,-0.29448,0.07921,34.69316
41.80024,3.66299,-1.37655,815.17902,38.23515,4.01291,1.80857,1057.69031
11.32157,0.69719,-2.12900,14.18639,9.42061,4.75322,1.82476,546.23273
31.89348,0.29434,-2.34173,33.28502,38.01445,-0.84970,0.75960,52.58311
31.36630,2.39608,1.08029,173.63063,8.28804,-0.48947,-1.62353,9.30085
34.11071,-1.66532,2.92449,93.40327,46.08603,-2.42080,-0.82489,261.39246
9.13507,4.32610,1.11169,345.58963,62.63545,1.80279,0.08420,195.15201
17.64891,1.93575,2.25639,62.42020,13.75879,5.24376,-0.98593,1302.86279
36.23219,-2.77750,-1.25607,292.41022,35.29781,-1.70805,2.22685,100.58859
40.53899,1.64341,-1.15787,108.76805,35.40857,2.65615,2.13857,253.37502
47.87543,2.12727,0.36406,203.73688,23.06594,0.27630,-0.84254,23.95201
34.25868,3.40128,1.56226,514.49512,33.43652,2.93787,-1.40264,316.45203
34.13276,4.01127,2.27865,942.66608,42.50739,4.75636,-0.79929,2472.45850
57.66492,2.95238,2.17051,553.69202,26.54054,3.66446,-1.16613,518.34375
31.04460,0.21884,2.53802,31.79092,27.16427,1.85675,-0.67159,89.08599
30.99214,-4.46752,-1.73911,1350.50732,26.11346,-2.68336,1.19376,191.96767
20.95988,-1.43309,1.51244,46.42807,23.66018,0.92580,-1.43282,34.54495
54.05758,3.02605,-2.86419,558.52765,32.93642,3.98710,-0.94257,887.91693
24.63377,0.49411,-0.61146,27.70257,36.14533,-1.36893,2.32370,75.64359
13.63340,2.76144,-2.63812,108.28833,17.35162,-0.46154,0.33547,19.23279
36.60011,-0.04837,0.34522,36.64293,39.10159,0.80297,3.00775,52.39924
30.72080,-4.00849,0.22503,846.07721,30.65079,-2.48731,-2.87665,185.62062
32.47217,1.24132,1.79033,60.87200,31.94287,2.64498,-1.12949,226.06316
12.06794,-5.77493,-2.02274,1943.69824,11.62924,-2.04806,0.63400,45.82990
14.92737,-1.20953,0.36600,27.24422,15.09067,-4.52133,2.22446,693.93311
37.87548,-2.86878,2.08304,334.67462,2.37397,1.39282,-1.71939,5.07381
35.80577,-2.96621,0.07120,348.56256,34.18632,-3.79387,3.05961,759.79944
46.18035,-3.26583,1.83313,605.88373,40.93571,-3.15201,-0.67253,479.47510
24.51658,-0.05195,-1.28193,24.54966,22.26388,-2.37021,2.27459,120.14817
3.23733,1.82561,2.08547,10.30713,21.74489,-2.66587,-0.53720,157.10735
37.21032,-0.04969,2.08303,37.25626,24.37938,1.59459,-1.46480,62.52467
35.98287,-2.81194,2.26630,300.49783,36.94442,-3.67924,-0.96813,732.26318
16.13679,3.40621,2.77449,243.53564,25.11334,0.75357,0.22286,32.58773
51.39001,1.66611,-1.42078,140.82231,28.22013,2.33471,1.78547,147.07312
34.45842,2.18548,-2.59482,155.18927,30.60913,0.78946,0.65286,40.65337
25.51576,-0.24337,0.25244,26.27515,62.38328,-0.06040,-2.98832,62.49709
26.20779,-2.98694,1.73714,260.44360,49.03749,-3.85438,-1.25527,1157.78357
13.45522,-2.13919,0.74978,57.92664,14.77613,0.45482,-2.46343,16.33098
16.80081,4.17323,-2.30953,545.52655,21.06310,1.46469,0.78464,47.99609
35.05434,-0.44612,-3.09900,38.60082,26.36464,0.87387,0.55534,37.08844
43.57032,3.65624,1.27960,843.98999,33.58678,4.30785,-1.67942,1247.65503
51.38428,-1.41280,2.17961,111.78395,43.18108,0.02897,2.91176,43.19921
43.73675,2.16811,-0.62971,193.66864,35.84200,2.80345,3.14059,296.81036
37.07684,0.60307,2.98670,44.02599,34.38259,1.62020,0.18497,90.28786
19.41611,-4.47523,-2.73598,852.62061,18.53677,-1.68044,0.00080,51.47847
31.82277,-2.24201,-1.40874,151.45251,30.51466,-0.75300,1.64987,39.58219
34.47181,2.11966,1.42790,145.61487,44.48077,2.29190,-1.79907,222.28908
14.92635,0.62225,2.98801,17.91053,47.43688,2.57796,-0.25870,314.17813
36.77048,0.55256,-0.24407,42.52824,21.64685,-1.32432,1.98571,43.57096
36.87795,-0.51758,-2.30719,41.92886,32.79508,-1.65795,1.26610,89.18706
15.28056,-0.27160,0.50249,15.84762,19.12349,-3.28361,-2.96528,255.38725
34.43393,-0.62593,-2.48420,41.40256,36.58975,-1.61001,0.62071,95.18327
37.76699,-4.03008,1.99253,1062.82507,39.25125,-4.58165,-1.16668,1917.13831
36.09352,3.73698,-0.96294,757.87469,41.81089,4.27844,2.14517,1508.15381
35.55247,-0.88261,-2.70484,50.32293,45.18317,-0.50560,0.41038,51.08226
29.02545,-2.03698,2.01032,113.16830,8.74447,1.45319,2.68318,19.72116
20.21467,0.12130,-2.05737,20.36357,14.01245,-2.89941,0.95904,127.64257
24.89430,2.87707,0.68535,221.78989,53.90702,1.70040,-3.04076,152.52271
12.60442,0.57224,0.12957,14.72506,16.18670,3.99511,-2.99892,439.87607
35.57858,-1.09584,-2.77617,59.16628,40.29550,-1.26351,0.15166,76.97385
40.25360,1.64964,-0.63565,108.62869,36.43962,2.29224,2.29914,182.16302
35.07292,-3.50100,-0.51427,581.83899,43.96903,-3.48390,2.68090,717.07129
12.92678,0.76920,0.64187,16.94330,8.96356,4.75357,-2.69578,519.91644
17.37552,-2.45697,-1.52590,102.12565,16.13923,0.61075,1.83977,19.24409
29.43805,-4.02858,1.35726,827.19073,35.66082,-2.95364,-1.71554,342.83887
36.01850,-3.35304,2.02975,515.50769,4.93164,0.25756,0.77908,5.09612
32.79556,-3.65574,0.77100,634.95703,32.95954,-2.31119,-2.27663,167.85493
28.28669,0.48001,-2.39973,31.60848,29.82583,2.13006,0.63829,127.27033
42.99569,-3.52101,-1.79529,727.65845,37.97882,-3.22306,1.55573,477.48160
33.21450,-4.29034,-1.56829,1212.41577,36.02070,-3.30782,1.54659,492.79907
83.95355,-1.55881,2.65047,208.35432,47.03761,-1.83963,1.30949,151.76859
34.52053,3.05585,-2.63598,367.40866,40.39268,3.86377,0.77375,962.67438
29.17509,4.10479,0.44096,884.68787,15.92964,1.81451,-3.09067,50.18610
28.85698,-1.20629,-1.90852,52.52512,14.65012,1.44720,1.86781,32.86341
26.95082,2.30934,2.88712,137.00574,25.13747,4.35746,-0.22271,981.26257
35.59500,-3.00680,-1.79050,360.79276,45.12394,-3.44904,1.73792,710.74286
46.34584,2.92943,2.83954,434.96521,30.52558,2.22322,-0.31566,142.63524
55.75399,-2.76749,0.85760,445.51627,41.24770,-2.14654,-2.84179,178.85141
15.57292,-3.29346,-1.42025,210.02354,17.40162,-0.03010,2.44231,17.40950
40.51261,-1.05011,-1.37009,64.97942,32.99948,-0.17566,1.68687,33.50992
25.60070,-3.03237,0.04858,266.17816,29.04498,-2.24852,2.93327,139.11458
43.95685,-1.46968,0.42125,100.61378,37.80349,-1.69897,3.05508,106.81693
7.64753,1.73951,3.01484,22.44615,32.96590,-1.40439,2.29003,71.18232
35.29724,1.88297,-0.39280,118.68967,31.29335,3.16507,2.59275,371.33829
25.67505,-1.54831,1.60812,63.11110,28.00558,-3.41913,-2.11127,428.14542
41.85342,-2.69771,-0.65389,312.08063,86.09177,-2.70615,0.83109,647.33722
21.23430,-4.26893,1.05559,758.69611,31.65297,-2.26720,-2.14311,154.40265
36.29636,1.48276,-1.20624,84.06443,38.75637,0.90178,1.97437,55.61200
33.79107,-3.84847,1.40657,793.12213,28.86742,-2.34155,-1.60158,151.46071
27.00348,-3.84256,-2.75461,630.07263,20.39836,-1.54654,0.37986,50.05937
37.58878,2.39591,1.09848,208.03986,36.25620,3.20520,-2.06088,447.78055
43.36102,-0.11672,1.24907,43.65672,36.97622,-0.02034,-1.83337,36.98387
38.49270,-1.46331,0.22710,87.60334,37.61350,-0.86129,-2.97389,52.44864
34.67405,-4.13386,2.61747,1082.42517,32.57852,-2.91134,-0.59115,300.30551
19.12600,-3.14961,1.22758,223.48625,28.22246,-0.61340,2.50178,33.70046
43.38174,0.83260,0.65989,59.30735,23.52041,-0.94833,2.40605,34.91351
34.05534,-1.77333,3.12151,103.19152,45.39953,-1.13596,0.36230,77.97969
46.71091,-2.75265,-2.95570,367.79865,34.60107,-2.81326,0.28941,289.33655
19.46441,2.88614,-2.75773,174.98349,86.60968,2.20311,-0.55387,396.82938
40.71506,3.80751,-2.04752,917.31580,38.33602,3.58554,1.08864,691.97589
27.80522,-3.35977,0.82161,400.63651,23.67382,-1.34125,-1.70910,48.35798
35.94214,-1.32124,-1.66406,72.15180,43.56274,-1.72584,2.18531,126.22896
30.84473,2.46822,0.40091,183.31293,83.50104,2.17107,-1.30881,370.81720
42.25114,1.81945,2.95786,133.73662,49.07172,1.59388,0.77287,125.76978
31.15662,-3.01246,2.00769,317.58707,36.35722,-4.21920,-1.27116,1236.03784
15.61039,-0.35278,1.09335,16.59192,14.98468,2.93755,-1.86546,141.77451
27.59329,2.05495,1.09356,109.46982,52.49427,1.26034,-2.49218,100.00606
17.27432,-2.87477,2.40598,153.54996,64.48678,-4.07568,-0.73195,1899.36877
28.79247,-4.00263,-0.26749,788.34375,50.66311,-3.22374,2.42848,637.38763
31.55972,-1.15343,-2.52358,54.98656,45.54867,-1.92729,0.53466,159.79349
30.81904,2.72835,-2.13615,236.88940,27.29872,4.34325,0.91731,1050.59680
73.86162,2.21469,2.48397,342.26721,157.29124,1.98126,-3.06922,581.17365
67.43778,-0.99279,1.35424,103.49298,22.74539,0.64781,0.38368,27.68731
39.48051,3.20601,-1.80942,487.99939,34.38054,2.30618,1.59677,174.23405
31.92607,-3.94610,-0.53387,826.12701,51.20258,-3.68375,3.06352,1019.45477
73.10282,2.76511,-0.93509,582.76709,110.04346,2.22356,-1.64243,514.36584
20.33488,-1.13865,-2.90482,35.00447,42.34678,-2.79213,0.11044,346.75800
35.38407,-3.81029,-1.30853,799.42249,46.61676,-3.84675,2.13135,1092.27979
25.70630,1.48896,-0.19171,59.87099,54.48384,0.72346,-3.03181,69.37496
63.95560,1.13715,2.58574,109.95909,25.58838,0.90094,-0.26902,36.69511
45.75629,-1.83239,3.06477,146.62230,46.23036,-0.43796,2.11757,50.73544
26.56242,4.13977,2.97285,834.11877,28.00270,2.08102,0.26632,113.93525
38.65262,-4.21650,-2.64688,1310.53357,44.75158,-4.12654,0.40266,1386.84192
15.42956,2.58246,-2.69150,102.64671,51.61226,4.62193,-0.45484,2624.48975
14.51584,-2.38650,-2.42494,79.59982,20.47905,-5.37095,1.00110,2202.22217
38.78989,3.50209,1.81596,644.19849,40.67955,3.34504,-1.34256,577.58899
36.51403,0.09422,3.08226,36.67624,42.56163,-0.41981,-0.33565,46.36766
